"Row ID","Series","Episode","Combined episode","Episode name","Start","End","Scene ID","Who","Cooper As","Where","Episode Length","Total length","Corrected start","Corrected end","Circumstances"
"id244","3","14","S03E14","We Are Like the Dreamer","0:04:19","0:14:35","id141","FBI Special Agent Tammy Preston","","FBI HQ","0:56:16","37:28:37","36:36:40","36:46:56","Albert tells Tammy about the incident in 1975 that started the Blue Rose project."
"id245","3","14","S03E14","We Are Like the Dreamer","0:06:54","0:14:35","id141","FBI Special Agent Gordon Cole","","FBI HQ","0:56:16","37:28:37","36:39:15","36:46:56","Albert tells Tammy about the incident in 1975 that started the Blue Rose project."
"id246","3","14","S03E14","We Are Like the Dreamer","0:07:07","0:10:27","id141","Diane","","FBI HQ","0:56:16","37:28:37","36:39:28","36:42:48","Albert tells Tammy about the incident in 1975 that started the Blue Rose project."
"id247","3","14","S03E14","We Are Like the Dreamer","0:09:21","0:10:11","id141","Agent Wilson","","Las Vegas Metropolitan Police Department","0:56:16","37:28:37","36:41:42","36:42:32","Gordon calls Agent Wilson and wants him to find Dougie & Janey-E."
"id248","3","14","S03E14","We Are Like the Dreamer","0:11:55","0:13:17","id141","FBI Special Agent Gordon Cole","","Gordon's dream","0:56:16","37:28:37","36:44:16","36:45:38","Gordon's ""Who is the Dreamer?"" scene with Monica Bellucci."
"id249","3","14","S03E14","We Are Like the Dreamer","0:11:55","0:13:17","id141","Monica Bellucci","","Gordon's dream","0:56:16","37:28:37","36:44:16","36:45:38","Gordon's ""Who is the Dreamer?"" scene with Monica Bellucci."
"id250","3","14","S03E14","We Are Like the Dreamer","0:11:55","0:13:17","id141","Woman at the café","","Gordon's dream","0:56:16","37:28:37","36:44:16","36:45:38","Gordon's ""Who is the Dreamer?"" scene with Monica Bellucci."
"id251","3","15","S03E15","There's Some Fear in Letting Go","0:07:45","0:10:12","id142","Big Ed Hurley","","RR","0:55:10","38:23:47","37:36:22","37:38:49","Ed and Norma can finally be together after Nadine set Ed free."
"id252","3","15","S03E15","There's Some Fear in Letting Go","0:33:19","0:33:32","id143","Agent Wilson","","Las Vegas Metropolitan Police Department","0:55:10","38:23:47","38:01:56","38:02:09","Dougie and Janey-E are at the police station for questioning."
"id253","3","16","S03E16","No Knock, No Doorbell","0:35:21","0:42:09","id144","FBI Special Agent Albert Rosenfield","","FBI HQ","0:57:48","39:21:35","38:59:08","39:05:56","Diane finally tells what happened to her the last night she saw Cooper. Albert and Tammy shoots at Diane when she wants to take out the gun from her purse and she disappears."
"id254","3","16","S03E16","No Knock, No Doorbell","0:47:10","0:48:38","id145","FBI Special Agent Dale Cooper","","The Mitchum brother's limousine","0:57:48","39:21:35","39:10:57","39:12:25","Agent Cooper headed to Twin Peaks escorted by the Mitchum brothers."
"id255","3","17","S03E17","The Past Dictates the Future","0:18:38","0:33:04","id146","Sheriff Frank Truman","","Twin Peaks Police Station","0:59:25","40:21:00","39:40:13","39:54:39","Frank having a coffee at his desk when the doppleganger arrives."
"id256","3","17","S03E17","The Past Dictates the Future","0:51:37","0:51:51","id147","Catherine Martell","","Martell residency","0:59:25","40:21:00","40:13:12","40:13:26","Flashback of Catherine having a coffee at home while Pete is going fishing."
"id257","3","18","S03E18","What Is Your Name?","0:27:10","0:32:30","id148","Woman (old couple)"," ","Judy's Coffee Shop","0:57:11","41:18:11","40:48:10","40:53:30","Cooper is attacked at Judy's while having a coffee."
"id258","3","18","S03E18","What Is Your Name?","0:27:10","0:32:30","id148","Man (Old Couple)","","Judy's Coffee Shop","0:57:11","41:18:11","40:48:10","40:53:30","Cooper is attacked at Judy's while having a coffee."
"id259","3","18","S03E18","What Is Your Name?","0:27:54","0:32:13","id148","FBI Special Agent Dale Cooper","","Judy's Coffee Shop","0:57:11","41:18:11","40:48:54","40:53:13","Cooper is attacked at Judy's while having a coffee."
